978-0-323-66130-0,Adolescent Health Screening: an Update in the Age of Big Data
978-1-927885-43-7,Databook of Green Solvents (Second Edition)
978-1-927885-49-9,Databook of Curatives and Crosslinkers
978-0-12-815224-9,Bioarchaeology of Marginalized People
978-0-12-816150-0,Gap Junction Structure and Chemical Regulation
978-0-08-102416-4,Smart Polymers and their Applications (Second Edition)
978-0-12-816108-1,Biological Treatment of Microbial Corrosion
978-0-12-816179-1,Casting Light on the Dark Side of Brain Imaging
978-0-12-814655-2,Biomarkers in Toxicology (Second Edition)
978-0-12-812821-3,"Leadership, Work, and the Dark Side of Personality"
978-0-12-814627-9,The Handbook of Antagonism
978-0-12-814932-4,Global Mental Health and Psychotherapy
978-0-12-812857-2,Air Transport: A Tourism Perspective
978-0-12-816835-6,"Consumer, Prosumer, Prosumager"
978-0-323-54945-5,Onco-Nephrology
978-0-323-53186-3,Kidney Transplantation - Principles and Practice (Eighth Edition)
978-0-08-100890-4,Reducing Salt in Foods (Second Edition)
978-0-12-803954-0,"Biofuels, Bioenergy and Food Security"
978-0-12-810987-8,Taylor's Power Law
978-0-12-813411-5,Sustainable Food Supply Chains
978-0-12-814803-7,"Handbook of Farm, Dairy and Food Machinery Engineering (Third Edition)"
978-0-12-815263-8,Taxonomy of Corynoneura Winnertz (Diptera: Chironomidae)
978-0-12-815591-2,Biodiversity of Pantepui
978-0-12-815663-6,Biopolymer Nanostructures for Food Encapsulation Purposes
978-0-12-817565-1,Mineral Composition and Radioactivity of Edible Mushrooms
978-0-12-818752-4,Agricultural Extension Reforms in South Asia
978-0-12-816348-1,Intrinsically Disordered Proteins
978-0-12-815254-6,Neural Network Modeling and Identification of Dynamical Systems
978-0-12-815713-8,Handbook of Vascular Motion
978-0-12-816163-0,Applied Human Factors in Medical Device Design
978-0-12-816903-2,The Theory of Endobiogeny
978-0-12-816908-7,The Theory of Endobiogeny
978-0-12-815743-5,Advanced Biosensors for Health Care Applications
978-0-444-63504-4,New and Future Developments in Microbial Biotechnology and Bioengineering
978-0-12-813374-3,Quality Control and Evaluation of Herbal Drugs
978-0-12-815505-9,Palladacycles
978-0-12-814458-9,Taking the Temperature of the Earth
978-0-12-816009-1,Andean Tectonics
978-0-12-814814-3,Applied Petroleum Geomechanics
978-0-12-815292-8,Grid-scale Energy Storage Systems and Applications
978-0-12-815903-3,Petroleum Rock Mechanics (Second Edition)
978-0-12-817665-8,Hydraulic Fracturing in Unconventional Reservoirs (Second Edition)
978-0-08-102420-1,Bioelectronics and Medical Devices
978-0-08-102439-3,Numerical Modeling of Masonry and Historical Structures
978-0-12-813337-8,Nanomaterials for Solar Cell Applications
978-0-12-813876-2,Metal Fatigue (Second Edition)
978-0-12-814472-5,Polylactic Acid (Second Edition)
978-0-12-814868-6,Non-Monotonic Approach to Robust H-infinity Control of Multi-model Systems
978-0-12-817447-0,Distributed Power Resources
978-0-12-817684-9,Complete PCB Design Using OrCAD Capture and PCB Editor (Second Edition)
978-0-12-815275-1,Integrated Approaches to Sustainable Watershed Management in Xeric Environments
978-0-12-814367-4,Panel Data Econometrics
978-0-12-815859-3,Panel Data Econometrics
978-0-08-102610-6,Effective Interviewing and Interrogation Techniques (Fourth Edition)
978-0-12-814539-5,Forensic Firearm Examination
978-0-12-815034-4,The Clinician's Guide to Geriatric Forensic Evaluations
978-0-12-815309-3,"3D Data Acquisition for Bioarchaeology, Forensic Anthropology, and Archaeology"
978-0-12-819436-2,Trends of Environmental Forensics in Pakistan
978-0-08-102174-3,Mechanical Behaviour of Biomaterials
978-0-08-102553-6,Polysaccharide Carriers for Drug Delivery
978-0-08-102561-1,Handbook of Tissue Engineering Scaffolds: Volume Two
978-0-08-102563-5,Handbook of Tissue Engineering Scaffolds: Volume One
978-0-08-102584-0,Advances in Non-Volatile Memory and Storage Technology (Second Edition)
978-0-12-814829-7,Nanomaterials Applications for Environmental Matrices
978-0-12-815468-7,Ultra-Wide Bandgap Semiconductor Materials
978-0-12-816349-8,Advanced Functional Polymers for Biomedical Applications
978-0-12-816771-7,Nanostructured Polymer Composites for Biomedical Applications
978-0-12-817456-2,Advances in Nanosensors for Biological and Environmental Analysis
978-0-12-817744-0,Spark Plasma Sintering
978-0-12-818291-8,Definitions of Biomaterials for the Twenty-First Century
978-0-12-817216-2,Introduction to Algorithms for Data Mining and Machine Learning
978-0-08-102218-4,"Neuroscience, Selflessness, and Spiritual Experience"
978-0-12-811012-6,Receptors in the Evolution and Development of the Brain
978-0-12-813158-9,Oligodendroglioma
978-0-12-813323-1,The Serotonin System
978-0-12-813743-7,Handbook of Sleep Research
978-0-12-815245-4,"Handbook of Nutrition, Diet, and the Eye (Second Edition)"
978-0-12-816863-9,Introduction to Addiction
978-0-12-813373-6,Contemporary Psychodynamic Psychotherapy
978-0-12-814669-9,Acceptance and Commitment Therapy
978-0-12-814780-1,Trauma Informed Guilt Reduction Therapy
978-0-12-817538-5,Guided Cognition for Learning
978-0-12-816088-6,Empowering the New Mobility Workforce
978-0-12-816639-0,Smart Cities: Issues and Challenges
978-0-12-816774-8,Transportation and Public Health
978-0-323-54947-9,Essentials of Physical Medicine and Rehabilitation (Fourth Edition)
978-0-323-52381-3,Core Techniques in Operative Neurosurgery (Second Edition)
978-0-12-812465-9,Gases in Agro-Food Processes
978-0-12-814721-4,Coffee Consumption and Industry Strategies in Brazil
978-0-12-816352-8,"Genomics and Biotechnological Advances in Veterinary, Poultry, and Fisheries"
978-0-12-816678-9,Biotechnological Progress and Beverage Consumption
978-0-12-813762-8,Translational Systems Medicine and Oral Disease
978-0-08-102659-5,Medicinal Plants of South Asia
978-0-12-819556-7,Energy Sustainability
978-0-08-102722-6,Carbon Nanotube Fibers and Yarns
978-0-12-812894-7,Modern Machining Technology
978-0-12-815659-9,Design and Operation of Human Locomotion Systems
978-0-12-816649-9,Model Management and Analytics for Large Scale Systems
978-0-12-815043-6,Spatial Regression Analysis Using Eigenvector Spatial Filtering
978-0-12-815779-4,Elder Abuse
978-0-12-816915-5,Crime Lab Report
978-0-12-819204-7,Cyber Influence and Cognitive Threats
978-0-12-814966-9,Emerging and Reemerging Viral Pathogens
978-0-12-819400-3,Emerging and Reemerging Viral Pathogens
978-0-08-102680-9,Biointegration of Medical Implant Materials (Second Edition)
978-0-12-814796-2,Advanced Nanomaterials for Pollutant Sensing and Environmental Catalysis
978-0-12-812492-5,Multisensory Perception
978-0-12-813874-8,Balance Dysfunction in Parkinson's Disease
978-0-323-49642-1,Comprehensive Care of the Transgender Patient
978-0-323-54941-7,Urologic Surgical Pathology (Fourth Edition)
978-0-323-60987-6,Heart Failure (Fourth Edition)
978-0-7020-6956-7,Fetal Medicine (Third Edition)
978-0-323-44339-5,Sleep Apnea and Snoring (Second Edition)
978-0-323-49755-8,Facial Trauma Surgery
978-0-323-60913-5,Orthotics and Prosthetics in Rehabilitation (Fourth Edition)
978-0-12-814805-1,Strategies and Tactics in Organic Synthesis
978-0-323-48528-9,Fenichel's Clinical Pediatric Neurology (Eighth Edition)
978-0-12-813276-0,Postharvest Technology of Perishable Horticultural Commodities
978-0-12-814138-0,Integrated Processing Technologies for Food and Agricultural By-Products
978-0-12-816685-7,Preservatives and Preservation Approaches in Beverages
978-0-12-816350-4,Current Trends and Future Developments on (Bio-) Membranes
978-0-444-64200-4,Sustainable Resource Recovery and Zero Waste Approaches
978-0-12-816992-6,Discovery and Development of Anti-Inflammatory Agents from Natural Products
978-0-12-815881-4,The Asian Summer Monsoon
978-0-08-102418-8,Advances in Ultra-Low Emission Control Technologies for Coal-Fired Power Plants
978-0-08-102591-8,Emission and Control of Trace Elements from Coal-Derived Gas Streams
978-0-08-102211-5,Auxetic Textiles
978-0-12-816716-8,Gas Thermohydrodynamic Lubrication and Seals
978-1-56990-603-3,Advanced Injection Molding Technologies
978-1-56990-712-2,Simulations with NX / Simcenter 3D (Second Edition)
978-0-08-102158-3,Waste Electrical and Electronic Equipment (WEEE) Handbook (Second Edition)
978-0-12-815305-5,Photobiomodulation in the Brain
978-0-12-812131-3,Wind-Borne Illness from Coastal Seas
978-0-08-101293-2,Metadata for Transmedia Resources
978-0-12-816637-6,Big Data Analytics for Cyber-Physical Systems
978-0-12-816952-0,Urban Fuel Poverty
978-0-12-813586-0,An Introduction to Green Nanotechnology
978-0-323-63979-8,Rabies
978-0-12-814217-2,Evaluation Technologies for Food Quality
978-0-12-815794-7,Cadmium Tolerance in Plants
978-0-12-815655-1,The Artificial Pancreas
978-0-12-811752-1,Mitochondria in Obesity and Type 2 Diabetes
978-0-12-813197-8,Sex Differences in Cardiovascular Physiology and Pathophysiology
978-0-12-814704-7,Animal Models in Cancer Drug Discovery
978-0-12-815373-4,Sleep and Health
978-0-08-101098-3,Coulson and Richardson's Chemical Engineering (Sixth Edition)
978-0-12-817588-0,Adjustment Models in 3D Geomatics and Computational Geophysics
978-0-08-102397-6,Hole-Making and Drilling Technology for Composites
978-0-08-102717-2,Mineralized Collagen Bone Graft Substitutes
978-0-08-102969-5,Arm-Based Microcontroller Projects Using Mbed
978-0-12-813784-0,Fluoropolymer Additives (Second Edition)
978-0-12-814591-3,Dislocation Mechanism-Based Crystal Plasticity
978-0-12-815907-1,Industrial and Municipal Sludge
978-0-12-817010-6,Surface Treatment in Bonding Technology
978-0-12-818146-1,Big Data Analytics for Intelligent Healthcare Management
978-0-12-813493-1,Ecosystem Consequences of Soil Warming
978-0-12-815886-9,Nanobiomaterials in Clinical Dentistry (Second Edition)
978-0-12-815315-4,Social Cognition in Psychosis
978-0-12-816347-4,Molecular Mechanisms of Dementia
978-0-12-814311-7,Epigenetic Mechanisms of the Cambrian Explosion
978-0-12-814507-4,Using Scanner Data for Food Policy Research
978-0-12-814921-8,Advances in Cold Plasma Applications for Food Safety and Preservation
978-0-12-816053-4,Exosomes
978-0-12-817574-3,"Medical Empathy, Pharmacological Systems, and Treatment Strategies in Integrative Cardiovascular Chinese Medicine"
978-0-12-814225-7,Current Trends and Future Developments on (Bio-) Membranes
978-0-12-814681-1,Sustainable Nanoscale Engineering
978-0-08-102860-5,Organometallic Chemistry of Five-Membered Heterocycles
978-0-12-812942-5,Small-Format Aerial Photography and UAS Imagery (Second Edition)
978-0-12-816454-9,"Vesuvius, Campi Flegrei, and Campanian Volcanism"
978-0-12-813419-1,Municipal Solid Waste Energy Conversion in Developing Countries
978-0-12-813738-3,Nuclear Waste Management Strategies
978-0-12-817736-5,Machine Learning for Subsurface Characterization
978-0-12-814772-6,Ductile Fracture in Metal Forming
978-0-12-816805-9,3D and 4D Printing of Polymer Nanocomposite Materials
978-0-12-812102-3,The Autoimmune Diseases (Sixth Edition)
978-0-12-813357-6,Colloidal Metal Oxide Nanoparticles
978-0-12-814037-6,"Neuroprotection in Autism, Schizophrenia and Alzheimer's Disease"
978-0-08-102925-1,The Role of the Electronic Resources Librarian
978-0-12-817688-7,Energy Transformation Towards Sustainability
978-0-12-804766-8,Geriatric Neurology
978-0-12-812828-2,Rice Bran and Rice Bran Oil
978-0-12-812782-7,Indus River Basin
978-0-12-812005-7,Neuroblastoma
978-0-12-813146-6,"Stress: Physiology, Biochemistry, and Pathology"
978-0-12-815504-2,Milk-Based Beverages
978-0-12-815348-2,Noonan Syndrome
978-0-12-814778-8,Lithium-Ion Battery Chemistries
978-0-444-64210-3,Industrial Process Scale-Up (Second Edition)
978-0-12-814124-3,Encyclopedia of Caves (Third Edition)
978-0-12-816858-5,Practical Power System and Protective Relays Commissioning
978-0-12-405208-6,Contemporary Financial Intermediation (Fourth Edition)
978-0-12-816797-7,Environmental Kuznets Curve (EKC)
978-0-12-813870-0,Advanced Nanomaterials and Coatings by Thermal Spray
978-0-12-815989-7,Underwriting Commercial Real Estate in a Dynamic Market
978-0-12-803161-2,Translational Medicine in CNS Drug Development
978-0-444-64029-1,Neonatal Neurology
978-0-12-815673-5,Lipid-Based Nanostructures for Food Encapsulation Purposes
978-0-12-816683-3,Trends in Beverage Packaging
978-0-12-817794-5,Ultraviolet LED Technology for Food Applications
978-0-12-813942-4,Purification and Characterization of Secondary Metabolites
978-0-12-814855-6,Fundamentals of Molecular Structural Biology
978-0-12-815115-0,High-Density Integrated Electrocortical Neural Interfaces
978-0-12-817532-3,Single-Cell Omics
978-0-12-397046-6,Structural Alloys for Nuclear Energy Applications
978-0-444-63876-2,Applications in Design and Simulation of Sustainable Chemical Processes
978-0-12-814013-0,Fundamentals and Applications of Fourier Transform Mass Spectrometry
978-0-12-816463-1,Spectroscopy and Dynamics of Single Molecules
978-0-12-813231-9,Mathematical Models and Algorithms for Power System Optimization
978-0-12-818264-2,Well Productivity Handbook (Second Edition)
978-0-12-818723-4,Ship and Mobile Offshore Unit Automation
978-0-08-102619-9,Structure and Mechanics of Textile Fibre Assemblies (Second Edition)
978-0-12-815405-2,Short-range Wireless Communication(Third Edition)
978-0-12-815749-7,Industrial Applications of Nanomaterials
978-0-12-816390-0,Advances in Biomechanics and Tissue Regeneration
978-0-12-813060-5,Integrated Coastal Management in the Japanese Satoumi
978-0-12-813524-2,Handbook of US Consumer Economics
978-0-12-813798-7,ICT-Driven Economic and Financial Development
978-0-12-814843-3,Bioinspired Design of Materials Surfaces
978-0-12-816954-4,"Molecular Dynamics Simulation of Nanocomposites Using BIOVIA Materials Studio, Lammps and Gromacs"
978-0-12-817915-4,Fundamentals and Emerging Applications of Polyaniline
978-0-12-818823-1,Nanotechnology in Modern Animal Biotechnology
978-0-12-815267-6,The Circular Economy
978-0-12-817020-5,Traffic Congestion and Land Use Regulations
978-0-12-815770-1,Antimicrobial Resistance in Agriculture
978-0-12-816436-5,The Role of Ecosystem Services in Sustainable Food Systems
978-0-12-816509-6,Tilapia Culture (Second Edition)
978-0-12-818606-0,Oxidative Stress
978-0-12-819043-2,Innovation in Health Informatics
978-0-12-817044-1,Smartphone Based Medical Diagnostics
978-0-12-817202-5,Organ-on-a-chip
978-0-12-813695-9,Applied Genomics and Public Health
978-0-12-814831-0,"Transplantation, Bioengineering, and Regeneration of the Endocrine Pancreas"
978-0-12-814833-4,"Transplantation, Bioengineering, and Regeneration of the Endocrine Pancreas"
978-0-12-816434-1,Drug Efflux Pumps in Cancer Resistance Pathways: From Molecular Recognition and Characterization to Possible Inhibition Strategies in Chemotherapy
978-0-12-817616-0,"Inquiry, Treatment Principles and Plans in Integrative Cardiovascular Chinese Medicine"
978-0-12-813302-6,Material Properties of Steel in Fire Conditions
978-0-444-64173-1,Biophysical Characterization of Proteins in Developing Biopharmaceuticals (Second Edition)
978-0-12-817813-3,Chemistry of Silica and Zeolite-Based Materials
978-0-12-817364-0,Simulation of Power Electronics Converters Using PLECS®
978-0-12-818996-2,Refining Biomass Residues for Sustainable Energy and Bioproducts
978-0-12-815831-9,Data Governance (Second Edition)
978-0-12-818004-4,Classification Techniques for Medical Image Analysis and Computer Aided Diagnosis
978-0-12-818027-3,Specificity of Deformation and Strength Behavior of Massive Elements of Concrete Structures in a Medium with Low Humidity
978-0-12-819221-4,ARM 64-Bit Assembly Language
978-0-12-816489-1,Water Quality in the Third Pole
978-0-12-819911-4,Sustainable Marine Resource Utilization in China
978-0-12-820244-9,The Global Carbon Cycle and Climate Change
978-1-78548-314-1,Ecotoxicology
978-0-12-814338-4,The Laboratory Rat (Third Edition)
978-0-08-102403-4,Dielectric Metamaterials
978-0-12-814558-6,Advanced Nanomaterials for Electrochemical-Based Energy Conversion and Storage
978-0-12-814827-3,Advanced Nanomaterials for Inexpensive Gas Microsensors
978-0-12-815820-3,Titanium for Consumer Applications
978-0-12-815739-8,Machine Learning
978-0-12-812665-3,Air Route Networks Through Complex Networks Theory
978-0-12-819134-7,Maritime Transport and Regional Sustainability
978-0-444-64315-5,Well Production Performance Analysis for Shale Gas Reservoirs
978-0-12-814872-3,Ecometabolomics
978-0-12-815270-6,Non-Alcoholic Beverages
978-0-12-815271-3,Fermented Beverages
978-0-12-817443-2,Reproducibility in Biomedical Research
978-0-08-100773-0,Lea's Chemistry of Cement and Concrete (Fifth Edition)
978-0-08-102601-4,Creep and Fatigue in Polymer Matrix Composites (Second Edition)
978-0-12-814505-0,Nanomaterials Design for Sensing Applications
978-0-12-814531-9,Photoactive Inorganic Nanoparticles
978-0-12-814623-1,Meta-Analytics
978-0-12-813014-8,Handbook of Sleep Disorders in Medical Conditions
978-0-12-816505-8,Nanomaterials for Drug Delivery and Therapy
978-0-12-815258-4,Engineering Tools in the Beverage Industry
978-0-12-815669-8,AGO-Driven Non-Coding RNAs
978-0-12-816545-4,Therapeutic Application of Nitric Oxide in Cancer and Inflammatory Disorders
978-0-12-817426-5,EEG Brain Signal Classification for Epileptic Seizure Disorder Detection
978-0-12-818247-5,Artificial Neural Networks for Engineering Applications
978-0-12-814923-2,The Transformative Power of Mobile Medicine
978-0-12-815249-2,"Microbiome and Metabolome in Diagnosis, Therapy, and other Strategic Applications"
978-0-12-817342-8,Carbon-Based Nanofillers and Their Rubber Nanocomposites
978-0-444-64114-4,Advances in Enzyme Technology
978-0-12-815897-5,Gas Well Deliquification (Third Edition)
978-0-12-816119-7,Networked Control Systems
978-0-12-817630-6,Digital Twin Driven Smart Manufacturing
978-0-12-803271-8,"Nuclear Safeguards, Security, and Nonproliferation (Second Edition)"
978-0-12-816572-0,Introductory Immunology (Second Edition)
978-0-12-816412-9,Alzheimer's Disease Theranostics
978-0-12-811837-5,Anatomy and Histology of the Laboratory Rat in Toxicology and Biomedical Research
978-0-12-811975-4,Promoting Positive Processes After Trauma
978-0-12-811393-6,Low-Cost Carriers in Emerging Countries
978-0-323-64068-8,Evidence-Based Practice of Critical Care (Third Edition)
978-0-12-801496-7,Genomic and Precision Medicine (Third Edition)
978-0-12-817901-7,Bioactive Natural Products
978-0-12-816228-6,GPCRs
978-0-12-815369-7,Wearable and Implantable Medical Devices
978-0-12-814964-5,Hematology and Coagulation (Second Edition)
978-0-12-816964-3,The Theory of Endobiogeny
978-0-12-817128-8,Collective Behavior In Systems Biology
978-0-12-811840-5,Smart Polymer Catalysts and Tunable Catalysis
978-0-12-816906-3,Solid-Phase Extraction
978-0-444-64225-7,Practical Approaches to Biological Inorganic Chemistry (Second Edition)
978-0-12-813371-2,The Dynamic Loss of Earth's Radiation Belts
978-0-12-814851-8,From Catchment Management to Managing River Basins
978-0-12-815599-8,Dental Wear in Evolutionary and Biocultural Contexts
978-0-12-815154-9,Optimization Models for Rail Car Fleet Management
978-0-12-815956-9,Technology in Supply Chain Management and Logistics
978-0-444-64163-2,Ecological Modeling: An Introduction to the Art and Science of Modeling Ecological Systems
978-0-444-64193-9,Further Developments in the Theory and Practice of Cybercartography
978-0-444-64196-0,Cingulate Cortex
978-0-12-816485-3,Delivery of Therapeutics for Biogerontological Interventions
978-0-12-816950-6,"Hydrogen, Batteries and Fuel Cells"
978-0-08-102632-8,Advances in Textile Biotechnology (Second Edition)
978-1-56990-702-3,3D Printing (Second Edition)
978-1-56990-708-5,Thermoforming (Second Edition)
978-1-56990-714-6,Grippers in Motion
978-3-446-45140-7,"Galois Fields, Linear Feedback Shift Registers and their Applications"
978-0-444-64142-7,Clinical Neurophysiology: Diseases and Disorders
978-0-12-815917-0,The Dark Side of Social Media
978-0-444-64127-4,Horizons in Sustainable Industrial Chemistry and Catalysis
978-0-12-813527-3,"Aging, Nutrition and Taste"
978-0-12-815864-7,Caffeinated and Cocoa Based Beverages
978-0-12-814905-8,Quorum Sensing
978-0-12-814449-7,Behavioral Intervention Research in Hospice and Palliative Care
978-0-12-815723-7,Discovery and Development of Therapeutics from Natural Products Against Neglected Tropical Diseases
978-0-12-816079-4,Waste-To-energy (Third Edition)
978-0-12-816776-2,Hybrid Enhanced Oil Recovery using Smart Waterflooding
978-0-12-818113-3,Decommissioning Forecasting and Operating Cost Estimation
978-0-12-818324-3,Dynamic Description Technology of Fractured Vuggy Carbonate Gas Reservoirs
978-0-12-813659-1,Deep Learning Through Sparse and Low-Rank Modeling
978-0-12-816189-0,Pharmaceuticals and Personal Care Products: Waste Management and Treatment Technology
978-0-12-818130-0,Intelligent Speech Signal Processing
978-0-12-811216-8,Data Science for Business and Decision Making
978-0-12-814491-6,Age Estimation
978-0-12-813647-8,Advanced Nanomaterials for Solar Cells and Light Emitting Diodes
978-0-12-815461-8,Curcumin for Neurological and Psychiatric Disorders
978-0-12-816504-1,Nanoparticles in Pharmacotherapy
978-0-12-811844-3,Handbook of Terror Management Theory
978-0-12-815618-6,The Psychological Journey To and From Loneliness
978-0-12-816653-6,Predicting Cyberbullying
978-0-12-814391-9,Intelligent Data Mining and Fusion Systems in Agriculture
978-0-12-815354-3,Phytonutrients in Food
978-0-12-816677-2,Nanoengineering in the Beverage Industry
978-0-08-102684-7,Active Geophysical Monitoring (Second Edition)
978-0-12-815985-9,Understanding Faults
978-0-12-816240-8,Optimizing Community Infrastructure
978-0-12-817894-2,Design and Operation of Heat Exchangers and their Networks
978-0-08-102604-5,"Anthropometry, Apparel Sizing and Design (Second Edition)"
978-0-12-816514-0,Handbook of Probabilistic Models
978-0-12-815289-8,The Beginnings of Behavioral Economics
978-0-08-102575-8,Fatigue Life Prediction of Composites and Composite Structures (Second Edition)
978-0-08-102594-9,Nanostructured Biomaterials for Regenerative Medicine
978-0-12-815924-8,Tin Oxide Materials
978-0-12-819583-3,Computational Modeling in Bioengineering and Bioinformatics
978-0-12-812026-2,Handbook on Biological Warfare Preparedness
978-0-444-64012-3,Psychopharmacology of Neurologic Disease
978-0-12-819579-6,Mathematical Modelling of Gas-Phase Complex Reaction Systems: Pyrolysis and Combustion
978-0-12-812060-6,Safety and Practice for Organic Food
978-0-12-814174-8,"Innovative Thermal and Non-Thermal Processing, Bioaccessibility and Bioavailability of Nutrients and Bioactive Compounds"
978-0-12-814792-4,The Solar Corridor Crop System
978-0-12-816397-9,Functional and Medicinal Beverages
978-0-12-816842-4,Nutrients in Beverages
978-0-12-818452-3,Numerical PDE Analysis of Retinal Neovascularization Mathematical Model Computer Implementation in R
978-0-12-814919-5,Single-Cell Omics
978-0-12-816417-4,Rhinovirus Infections
978-0-12-810539-9,What Went Wrong? (Sixth Edition)
978-0-12-814860-0,An Applied Guide to Process and Plant Design (Second Edition)
978-0-12-816809-7,Microbial Wastewater Treatment
978-0-12-816856-1,Biofuels: Alternative Feedstocks and Conversion Processes for the Production of Liquid and Gaseous Biofuels (Second Edition)
978-0-08-101033-4,The Chemistry of Heterocycles
978-0-12-814633-0,Metal-Organic Frameworks (MOFs) for Environmental Applications
978-0-12-819210-8,The Chemistry of Heterocycles
978-0-12-813491-7,R and Python for Oceanographers
978-0-12-815821-0,Emerging Voices in Natural Hazards Research
978-0-12-815823-4,Statistical Methods in the Atmospheric Sciences (Fourth Edition)
978-0-08-102337-2,Advances of Computational Fluid Dynamics in Nuclear Reactor Design and Safety Assessment
978-0-08-102790-5,Beyond Decommissioning
978-0-08-102791-2,Advanced Biofuels
978-0-12-815117-4,Power Systems Modelling and Fault Analysis (Second Edition)
978-0-12-817012-0,Sustainable Power Generation
978-0-08-102616-8,Developments in the Formulation and Reinforcement of Concrete (Second Edition)
978-0-12-805345-4,Introduction to Fiber-Optic Communications
978-0-12-811545-9,Durability and Reliability of Polymers and Other Materials in Photovoltaic Modules
978-0-12-813310-1,Train Aerodynamics
978-0-12-816443-3,Human Interaction with Electromagnetic Fields
978-0-12-818283-3,Methods of Fundamental Solutions in Solid Mechanics
978-0-12-814899-0,Extreme Hydroclimatic Events and Multivariate Hazards in a Changing Environment
978-0-12-814164-9,Extending Financial Inclusion in Africa
978-0-12-815719-0,The Extended Energy-Growth Nexus
978-0-12-815857-9,Dishonesty in Behavioral Economics
978-0-12-813029-2,Forensic Examination of Signatures
978-0-12-818384-7,The Chief Security Officer's Handbook
978-0-12-813890-8,"Parasiticide Screening, Volume 1"
978-0-12-816577-5,"Parasiticide Screening, Volume 2"
978-0-12-818307-6,Smart Bioremediation Technologies
978-0-08-102393-8,Carbon-Based Nanoelectromagnetics
978-0-08-102546-8,Biomaterials for Skin Repair and Regeneration
978-0-08-102555-0,Functional Polysaccharides for Biomedical Applications
978-0-12-813856-4,Nanostructures in Ferroelectric Films for Energy Applications
978-0-12-816081-7,"Developments in Surface Contamination and Cleaning, Volume 12"
978-0-12-815238-6,Omega Fatty Acids in Brain and Neurological Health (Second Edition)
978-0-12-815320-8,Synaptic Transmission
978-0-12-816121-0,"Biomarkers, Diagnostics and Precision Medicine in the Drug Industry"
978-0-12-817568-2,Equipment Qualification in the Pharmaceutical Industry
978-0-12-813858-8,Intermittent Explosive Disorder
978-0-12-815682-7,The Clinician's Guide to Oppositional Defiant Disorder
978-0-12-816004-6,The Social Validity Manual (Second Edition)
978-0-12-816169-2,Smart City Emergence
978-0-12-817696-2,Autonomous Vehicles and Future Mobility
978-0-08-102163-7,Applications of Genetic and Genomic Research in Cereals
978-0-12-802446-1,Atlas of the Anatomy of Dolphins and Whales
978-0-12-812106-1,Equine Behavioral Medicine
978-0-12-812134-4,Sustainable Food and Agriculture
978-0-12-813617-1,Institutions as Conscious Food Consumers
978-0-12-814043-7,Medical and Veterinary Entomology (Third Edition)
978-0-12-814389-6,Transgenic Plant Technology for Remediation of Toxic Metals and Metalloids
978-0-12-814399-5,Red Wine Technology
978-0-12-814564-7,Fundamentals of 3D Food Printing and Applications
